,2008,,,,2009,,,,2010,,,,2011,,,,2012,,,,2013,,,,2014,,,,2015,,,,2016,,,,2017,,,,2018,,
Other deforming dorsopathies (M43),1,0,1,,0,1,1,,1,0,1,,0,1,1,,0,2,2,,0,2,2,,0,0,0,,2,1,3,,2,1,3,,3,2,5,,0,2,2
Spondylopathies (M45-M49),15,14,29,,24,15,39,,18,21,39,,22,23,45,,28,21,49,,14,16,30,,23,15,38,,18,24,42,,27,22,49,,24,17,41,,26,35,61
Ankylosing spondylitis (M45),3,0,3,,3,0,3,,3,0,3,,1,1,2,,3,1,4,,0,0,0,,3,0,3,,1,1,2,,3,2,5,,1,0,1,,1,2,3
Other inflammatory spondylopathies (M46),6,8,14,,11,10,21,,12,12,24,,14,4,18,,16,7,23,,6,7,13,,13,9,22,,7,9,16,,7,8,15,,13,10,23,,15,19,34
Spondylosis (M47),1,3,4,,3,1,4,,2,4,6,,1,7,8,,2,5,7,,1,2,3,,2,1,3,,4,3,7,,6,8,14,,3,0,3,,6,9,15
Other spondylopathies (M48),5,3,8,,7,4,11,,1,5,6,,6,11,17,,7,8,15,,7,7,14,,5,5,10,,6,11,17,,11,4,15,,7,7,14,,4,5,9
Other dorsopathies (M50-M54),9,10,19,,4,4,8,,5,11,16,,8,8,16,,4,11,15,,2,8,10,,6,10,16,,3,4,7,,8,10,18,,6,10,16,,4,7,11
Cervical disc disorders (M50),1,0,1,,0,0,0,,1,1,2,,1,0,1,,2,0,2,,2,0,2,,1,0,1,,0,0,0,,1,2,3,,1,0,1,,0,0,0
Other intervertebral disc disorders (M51),2,4,6,,1,3,4,,1,3,4,,1,0,1,,1,3,4,,0,2,2,,2,2,4,,1,1,2,,1,2,3,,3,3,6,,1,2,3
"Other dorsopathies, not elsewhere classified (M53)",0,0,0,,1,0,1,,0,0,0,,1,1,2,,0,1,1,,0,0,0,,0,0,0,,1,0,1,,0,1,1,,0,0,0,,0,0,0
Dorsalgia (M54),6,6,12,,2,1,3,,3,7,10,,5,7,12,,1,7,8,,0,6,6,,3,8,11,,1,3,4,,6,5,11,,2,7,9,,3,5,8
Soft tissue disorders (M60-M79),41,34,75,,32,35,67,,49,45,94,,38,39,77,,52,45,97,,50,43,93,,60,44,104,,58,48,106,,46,40,86,,56,71,127,,60,60,120
Disorders of muscles (M60-M63),30,24,54,,20,24,44,,32,31,63,,27,25,52,,27,27,54,,21,19,40,,37,20,57,,31,25,56,,30,20,50,,30,31,61,,28,35,63
Myositis (M60),8,8,16,,6,7,13,,10,4,14,,13,10,23,,11,4,15,,5,8,13,,9,6,15,,6,5,11,,10,5,15,,5,5,10,,6,6,12
Calcification and ossification of muscle (M61),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,0,0
Other disorders of muscle (M62),22,16,38,,14,17,31,,22,27,49,,14,15,29,,16,23,39,,16,11,27,,28,14,42,,25,20,45,,20,15,35,,25,25,50,,22,29,51
Disorders of synovium and tendon (M65-M68),2,0,2,,0,1,1,,0,0,0,,0,0,0,,0,0,0,,1,0,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Synovitis and tenosynovitis (M65),1,0,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Spontaneous rupture of synovium and tendon (M66),1,0,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Other disorders of synovium and tendon (M67),0,0,0,,0,1,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Other soft tissue disorders (M70-M79),9,10,19,,12,10,22,,17,14,31,,11,14,25,,25,18,43,,28,24,52,,23,24,47,,27,23,50,,16,20,36,,26,40,66,,32,25,57
"Soft tissue disorders related to use, overuse and pressure (M70)",0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,1,2,,2,1,3,,0,1,1,,2,1,3,,2,1,3,,0,0,0,,1,0,1
Other bursopathies (M71),0,0,0,,0,0,0,,1,1,2,,1,0,1,,3,0,3,,1,0,1,,1,2,3,,1,0,1,,1,0,1,,0,1,1,,1,0,1
Fibroblastic disorders (M72),7,10,17,,11,8,19,,16,12,28,,9,11,20,,20,15,35,,24,19,43,,22,19,41,,22,22,44,,11,17,28,,24,30,54,,24,17,41
Shoulder lesions (M75),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,1,1,,1,0,1,,0,0,0,,0,0,0,,0,0,0
"Enthesopathies of lower limb, excluding foot (M76)",0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,0,0
Other enthesopathies (M77),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
"Other soft tissue disorders, not elsewhere classified (M79)",2,0,2,,1,2,3,,0,1,1,,1,3,4,,1,2,3,,1,3,4,,0,1,1,,1,0,1,,2,2,4,,2,8,10,,6,8,14
Osteopathies and chondropathies (M80-M94),92,266,358,,85,232,317,,84,244,328,,97,250,347,,103,223,326,,89,223,312,,125,240,365,,110,258,368,,133,281,414,,134,246,380,,127,222,349
Disorders of bone density and structure (M80-M85),49,218,267,,45,195,240,,34,196,230,,34,193,227,,40,187,227,,34,159,193,,47,187,234,,42,194,236,,50,201,251,,47,160,207,,37,164,201
Osteoporosis with pathological fracture (M80),19,100,119,,17,99,116,,12,92,104,,17,93,110,,16,79,95,,11,75,86,,18,91,109,,11,104,115,,15,93,108,,18,70,88,,18,62,80
Osteoporosis without pathological fracture (M81),15,86,101,,9,69,78,,13,84,97,,6,68,74,,8,81,89,,12,69,81,,15,72,87,,16,73,89,,10,77,87,,17,64,81,,12,86,98
Adult osteomalacia (M83),1,1,2,,0,0,0,,0,0,0,,0,0,0,,1,1,2,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Disorders of continuity of bone (M84),14,31,45,,19,27,46,,8,20,28,,11,32,43,,15,26,41,,10,15,25,,14,23,37,,11,17,28,,25,31,56,,9,26,35,,7,15,22
Other disorders of bone density and structure (M85),0,0,0,,0,0,0,,1,0,1,,0,0,0,,0,0,0,,1,0,1,,0,1,1,,4,0,4,,0,0,0,,3,0,3,,0,1,1
Other osteopathies (M86-M90),43,48,91,,39,37,76,,49,48,97,,63,56,119,,61,36,97,,55,62,117,,77,53,130,,65,63,128,,83,78,161,,86,86,172,,89,57,146
Osteomyelitis (M86),34,40,74,,32,29,61,,48,41,89,,56,46,102,,59,29,88,,52,56,108,,72,49,121,,57,56,113,,79,67,146,,79,77,156,,85,51,136
Osteonecrosis (M87),3,1,4,,0,2,2,,0,5,5,,0,2,2,,0,2,2,,2,2,4,,1,0,1,,3,2,5,,2,4,6,,3,4,7,,1,1,2
Paget disease of bone [osteitis deformans] (M88),4,6,10,,5,3,8,,1,2,3,,7,8,15,,1,4,5,,1,3,4,,4,4,8,,3,3,6,,1,6,7,,3,4,7,,0,5,5
Other disorders of bone (M89),2,1,3,,2,3,5,,0,0,0,,0,0,0,,1,1,2,,0,1,1,,0,0,0,,2,2,4,,1,1,2,,1,1,2,,3,0,3
Chondropathies (M91-M94),0,0,0,,1,0,1,,1,0,1,,0,1,1,,2,0,2,,0,2,2,,1,0,1,,3,1,4,,0,2,2,,1,0,1,,1,1,2
Juvenile osteochondrosis of hip and pelvis (M91),0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Other juvenile osteochondrosis (M92),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Other osteochondropathies (M93),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Other disorders of cartilage (M94),0,0,0,,1,0,1,,1,0,1,,0,0,0,,2,0,2,,0,2,2,,1,0,1,,3,1,4,,0,2,2,,1,0,1,,1,1,2
Other disorders of the musculoskeletal system and connective tissue (M95-M99),0,0,0,,1,0,1,,1,0,1,,0,2,2,,0,0,0,,1,0,1,,0,0,0,,0,1,1,,0,0,0,,0,0,0,,0,0,0
Other acquired deformities of musculoskeletal system and connective tissue (M95),0,0,0,,1,0,1,,1,0,1,,0,2,2,,0,0,0,,1,0,1,,0,0,0,,0,1,1,,0,0,0,,0,0,0,,0,0,0
"Postprocedural musculoskeletal disorders, not elsewhere classified (M96)",0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
"Biomechanical lesions, not elsewhere classified (M99)",0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
CHAPTER XIV Diseases of the genitourinary system (N00-N99),"1,555","1,797","3,352",,"1,585","1,822","3,407",,"1,557","1,840","3,397",,"1,669","1,827","3,496",,"1,713","2,081","3,794",,"1,420","1,708","3,128",,"1,429","1,818","3,247",,"1,610","1,925","3,535",,"1,586","1,881","3,467",,"1,710","2,023","3,733",,"1,511","1,758","3,269"
Glomerular diseases (N00-N08),44,39,83,,40,40,80,,42,37,79,,34,30,64,,42,28,70,,32,29,61,,46,30,76,,54,40,94,,52,36,88,,67,37,104,,43,29,72
Acute nephritic syndrome (N00),0,0,0,,0,2,2,,1,1,2,,1,0,1,,3,0,3,,2,5,7,,8,6,14,,8,14,22,,12,12,24,,10,13,23,,10,7,17
Rapidly progressive nephritic syndrome (N01),0,1,1,,2,0,2,,1,0,1,,1,0,1,,0,0,0,,0,0,0,,1,1,2,,0,0,0,,0,1,1,,1,1,2,,0,0,0
Recurrent and persistent haematuria (N02),7,3,10,,5,5,10,,4,1,5,,10,4,14,,7,1,8,,8,4,12,,9,4,13,,12,4,16,,6,5,11,,12,3,15,,10,3,13
Chronic nephritic syndrome (N03),14,17,31,,12,19,31,,12,16,28,,10,15,25,,10,16,26,,8,5,13,,8,4,12,,4,6,10,,4,6,10,,20,10,30,,7,6,13
Nephrotic syndrome (N04),7,10,17,,8,3,11,,5,8,13,,7,3,10,,4,3,7,,5,7,12,,3,4,7,,5,2,7,,10,6,16,,7,2,9,,5,2,7
Unspecified nephritic syndrome (N05),16,8,24,,13,11,24,,18,11,29,,5,8,13,,16,8,24,,9,8,17,,17,11,28,,25,14,39,,20,6,26,,17,8,25,,11,11,22
Isolated proteinuria with specified morphological lesion (N06),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
"Hereditary nephropathy, not elsewhere classified (N07)",0,0,0,,0,0,0,,1,0,1,,0,0,0,,2,0,2,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Renal tubulo-interstitial diseases (N10-N16),37,73,110,,37,58,95,,39,62,101,,53,54,107,,36,56,92,,50,63,113,,37,53,90,,54,70,124,,51,70,121,,52,82,134,,56,71,127
Acute tubulo-interstitial nephritis (N10),2,3,5,,3,5,8,,6,5,11,,2,4,6,,3,4,7,,7,10,17,,6,4,10,,4,11,15,,6,6,12,,4,6,10,,3,3,6
Chronic tubulo-interstitial nephritis (N11),1,1,2,,1,0,1,,1,1,2,,1,2,3,,0,1,1,,0,1,1,,0,3,3,,0,0,0,,0,4,4,,0,2,2,,3,0,3
"Tubulo-interstitial nephritis, not specified as acute or chronic (N12)",6,19,25,,8,12,20,,6,13,19,,11,9,20,,4,5,9,,12,20,32,,9,17,26,,11,11,22,,12,19,31,,12,16,28,,12,21,33
Obstructive and reflux uropathy (N13),24,26,50,,19,28,47,,21,21,42,,34,24,58,,26,30,56,,25,14,39,,15,15,30,,26,24,50,,24,32,56,,30,38,68,,35,35,70
Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions (N14),3,19,22,,3,11,14,,4,16,20,,4,11,15,,2,11,13,,4,12,16,,5,7,12,,10,18,28,,2,7,9,,4,15,19,,2,9,11
Other renal tubulo-interstitial diseases (N15),1,5,6,,3,2,5,,1,6,7,,1,4,5,,1,5,6,,2,6,8,,2,7,9,,3,6,9,,7,2,9,,2,5,7,,1,3,4
Renal failure (N17-N19),1231,"1,391","2,622",,"1,261","1,456","2,717",,"1,154","1,341","2,495",,"1,213","1,250","2,463",,"1,253","1,396","2,649",,971,"1,056","2,027",,935,"1,132","2,067",,"1,075","1,206","2,281",,1015,"1,155","2,170",,1108,"1,155","2,263",,941,"1,041","1,982"
Acute renal failure (N17),205,265,470,,225,295,520,,199,289,488,,213,250,463,,207,295,502,,98,170,268,,136,190,326,,138,212,350,,139,179,318,,161,178,339,,124,181,305
Chronic kidney disease (N18),723,710,"1,433",,720,756,"1,476",,648,684,"1,332",,707,639,"1,346",,755,725,"1,480",,700,644,"1,344",,607,678,"1,285",,735,746,"1,481",,725,750,"1,475",,758,746,"1,504",,643,620,"1,263"
Unspecified kidney failure (N19),303,416,719,,316,405,721,,307,368,675,,293,361,654,,291,376,667,,173,242,415,,192,264,456,,202,248,450,,151,226,377,,189,231,420,,174,240,414
Urolithiasis (N20-N23),17,13,30,,16,14,30,,12,8,20,,11,14,25,,7,20,27,,14,17,31,,11,20,31,,16,14,30,,30,16,46,,25,27,52,,19,33,52
Calculus of kidney and ureter (N20),16,13,29,,15,14,29,,12,8,20,,11,14,25,,7,18,25,,11,17,28,,10,20,30,,11,14,25,,27,16,43,,23,27,50,,19,33,52
Calculus of lower urinary tract (N21),1,0,1,,1,0,1,,0,0,0,,0,0,0,,0,2,2,,3,0,3,,1,0,1,,5,0,5,,2,0,2,,2,0,2,,0,0,0
Unspecified renal colic (N23),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,1,,0,0,0,,0,0,0
Other disorders of kidney and ureter (N25-N29),38,27,65,,42,36,78,,43,34,77,,52,46,98,,53,68,121,,30,20,50,,28,24,52,,18,22,40,,28,24,52,,37,24,61,,29,22,51
Disorders resulting from impaired renal tubular function (N25),0,1,1,,1,2,3,,0,2,2,,2,1,3,,1,2,3,,2,4,6,,1,2,3,,0,1,1,,0,1,1,,1,3,4,,0,2,2
Unspecified contracted kidney (N26),5,4,9,,2,3,5,,2,3,5,,2,4,6,,1,2,3,,4,2,6,,4,1,5,,4,3,7,,2,2,4,,9,4,13,,9,4,13
Small kidney of unknown cause (N27),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
"Other disorders of kidney and ureter, not elsewhere classified (N28)",33,22,55,,39,31,70,,41,29,70,,48,41,89,,51,64,115,,24,14,38,,23,21,44,,14,18,32,,26,21,47,,27,17,44,,20,16,36
Other diseases of urinary system (N30-N39),104,237,341,,109,200,309,,212,335,547,,227,416,643,,240,487,727,,233,496,729,,287,535,822,,317,544,861,,328,552,880,,327,662,989,,335,541,876
Cystitis (N30),3,3,6,,4,2,6,,0,0,0,,2,1,3,,3,2,5,,2,3,5,,0,1,1,,4,2,6,,5,5,10,,5,3,8,,4,2,6
"Neuromuscular dysfunction of bladder, not elsewhere classified (N31)",1,3,4,,3,2,5,,4,1,5,,2,1,3,,5,7,12,,2,3,5,,4,3,7,,3,1,4,,2,3,5,,2,1,3,,4,4,8
Other disorders of bladder (N32),13,9,22,,8,8,16,,7,7,14,,12,5,17,,11,7,18,,10,4,14,,18,10,28,,23,8,31,,13,8,21,,18,8,26,,10,7,17
Urethritis and urethral syndrome (N34),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Urethral stricture (N35),4,0,4,,1,0,1,,0,1,1,,1,0,1,,3,0,3,,1,0,1,,1,1,2,,3,0,3,,0,0,0,,4,0,4,,4,0,4
Other disorders of urethra (N36),0,1,1,,3,0,3,,1,0,1,,1,1,2,,1,0,1,,0,0,0,,4,1,5,,2,0,2,,0,0,0,,1,0,1,,1,1,2
Other disorders of urinary system (N39),83,221,304,,90,188,278,,200,326,526,,209,408,617,,217,471,688,,218,486,704,,260,519,779,,282,533,815,,308,536,844,,297,650,947,,312,527,839
Diseases of male genital organs (N40-N51),84,0,84,,80,0,80,,55,0,55,,79,0,79,,82,0,82,,90,0,90,,85,0,85,,76,0,76,,82,0,82,,94,0,94,,88,0,88
Hyperplasia of prostate (N40),67,0,67,,56,0,56,,43,0,43,,58,0,58,,57,0,57,,58,0,58,,62,0,62,,56,0,56,,69,0,69,,60,0,60,,62,0,62
Inflammatory diseases of prostate (N41),4,0,4,,3,0,3,,2,0,2,,6,0,6,,5,0,5,,7,0,7,,4,0,4,,3,0,3,,2,0,2,,10,0,10,,8,0,8
Other disorders of prostate (N42),8,0,8,,7,0,7,,2,0,2,,8,0,8,,7,0,7,,10,0,10,,8,0,8,,8,0,8,,3,0,3,,4,0,4,,4,0,4
Hydrocele and spermatocele (N43),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Torsion of testis (N44),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,1
Orchitis and epididymitis (N45),0,0,0,,4,0,4,,1,0,1,,5,0,5,,2,0,2,,2,0,2,,0,0,0,,1,0,1,,2,0,2,,6,0,6,,2,0,2
Male infertility (N46),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
"Redundant prepuce, phimosis and paraphimosis (N47)",0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,1,,0,0,0,,0,0,0,,0,0,0
Other disorders of penis (N48),2,0,2,,0,0,0,,0,0,0,,0,0,0,,2,0,2,,0,0,0,,2,0,2,,0,0,0,,2,0,2,,0,0,0,,0,0,0
"Inflammatory disorders of male genital organs, not elsewhere classified (N49)",3,0,3,,10,0,10,,5,0,5,,2,0,2,,9,0,9,,9,0,9,,8,0,8,,6,0,6,,4,0,4,,12,0,12,,9,0,9
Other disorders of male genital organs (N50),0,0,0,,0,0,0,,2,0,2,,0,0,0,,0,0,0,,4,0,4,,1,0,1,,1,0,1,,0,0,0,,2,0,2,,2,0,2
Disorders of breast (N60-N64),0,4,4,,0,2,2,,0,1,1,,0,3,3,,0,1,1,,0,4,4,,0,3,3,,0,5,5,,0,1,1,,0,4,4,,0,1,1
Benign mammary dysplasia (N60),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Inflammatory disorders of breast (N61),0,2,2,,0,1,1,,0,1,1,,0,2,2,,0,0,0,,0,2,2,,0,1,1,,0,5,5,,0,0,0,,0,4,4,,0,1,1
Hypertrophy of breast (N62),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Unspecified lump in breast (N63),0,2,2,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,0,0,,0,0,0
Other disorders of breast (N64),0,0,0,,0,1,1,,0,0,0,,0,1,1,,0,1,1,,0,2,2,,0,2,2,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Inflammatory diseases of female pelvic organs (N70-N77),0,2,2,,0,6,6,,0,6,6,,0,5,5,,0,4,4,,0,11,11,,0,5,5,,0,9,9,,0,6,6,,0,8,8,,0,7,7
Salpingitis and oophoritis (N70),0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,1,1,,0,2,2,,0,1,1,,0,1,1,,0,0,0,,0,0,0,,0,1,1
"Inflammatory disease of uterus, except cervix (N71)",0,1,1,,0,4,4,,0,3,3,,0,2,2,,0,1,1,,0,2,2,,0,1,1,,0,2,2,,0,1,1,,0,2,2,,0,0,0
Inflammatory disease of cervix uteri (N72),0,0,0,,0,0,0,,0,1,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Other female pelvic inflammatory diseases (N73),0,1,1,,0,1,1,,0,2,2,,0,2,2,,0,1,1,,0,2,2,,0,2,2,,0,4,4,,0,4,4,,0,5,5,,0,4,4
Diseases of Bartholin gland (N75),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Other inflammation of vagina and vulva (N76),0,0,0,,0,1,1,,0,0,0,,0,0,0,,0,1,1,,0,5,5,,0,1,1,,0,2,2,,0,1,1,,0,1,1,,0,2,2
Noninflammatory disorders of female genital tract (N80-N98),0,11,11,,0,10,10,,0,16,16,,0,9,9,,0,21,21,,0,12,12,,0,16,16,,0,15,15,,0,21,21,,0,24,24,,0,13,13
Endometriosis (N80),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,2,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Female genital prolapse (N81),0,1,1,,0,2,2,,0,0,0,,0,1,1,,0,1,1,,0,1,1,,0,4,4,,0,2,2,,0,2,2,,0,4,4,,0,2,2
Fistulae involving female genital tract (N82),0,4,4,,0,1,1,,0,5,5,,0,1,1,,0,8,8,,0,4,4,,0,6,6,,0,3,3,,0,8,8,,0,5,5,,0,2,2
"Noninflammatory disorders of ovary, fallopian tube and broad ligament (N83)",0,3,3,,0,3,3,,0,4,4,,0,4,4,,0,6,6,,0,4,4,,0,4,4,,0,3,3,,0,7,7,,0,6,6,,0,4,4
Polyp of female genital tract (N84),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
"Other noninflammatory disorders of uterus, except cervix (N85)",0,0,0,,0,2,2,,0,5,5,,0,1,1,,0,1,1,,0,1,1,,0,1,1,,0,1,1,,0,3,3,,0,5,5,,0,4,4
Erosion and ectropion of cervix uteri (N86),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Dysplasia of cervix uteri (N87),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Other noninflammatory disorders of cervix uteri (N88),0,0,0,,0,1,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Other noninflammatory disorders of vagina (N89),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Other noninflammatory disorders of vulva and perineum (N90),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
"Absent, scanty and rare menstruation (N91)",0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
"Excessive, frequent and irregular menstruation (N92)",0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,0,0,,0,0,0,,0,0,0
Other abnormal uterine and vaginal bleeding (N93),0,1,1,,0,1,1,,0,2,2,,0,2,2,,0,1,1,,0,1,1,,0,1,1,,0,5,5,,0,1,1,,0,4,4,,0,1,1
Pain and other conditions associated with female genital organs and menstrual cycle (N94),0,2,2,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Menopausal and other perimenopausal disorders (N95),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,2,,0,1,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Habitual aborter (N96),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Female infertility (N97),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Complications associated with artificial fertilization (N98),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Other disorders of the genitourinary system (N99-N99),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
"Postprocedural disorders of genitourinary system, not elsewhere classified (N99)",0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
"CHAPTER XV Pregnancy, childbirth and the puerperium (O00-O99)",0,5,5,,0,7,7,,0,12,12,,0,15,15,,0,14,14,,0,7,7,,0,12,12,,0,9,9,,0,12,12,,0,4,4,,0,14,14
Pregnancy with abortive outcome (O00-O08),0,2,2,,0,1,1,,0,1,1,,0,0,0,,0,4,4,,0,0,0,,0,1,1,,0,1,1,,0,1,1,,0,1,1,,0,1,1
Ectopic pregnancy (O00),0,2,2,,0,1,1,,0,1,1,,0,0,0,,0,4,4,,0,0,0,,0,0,0,,0,1,1,,0,0,0,,0,1,1,,0,0,0
Hydatidiform mole (O01),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,0,0,,0,1,1
Other abnormal products of conception (O02),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Spontaneous abortion (O03),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Medical abortion (O04),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Other abortion (O05),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Unspecified abortion (O06),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Failed attempted abortion (O07),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Complications following abortion and ectopic and molar pregnancy (O08),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium (O10-O16)",0,0,0,,0,2,2,,0,0,0,,0,1,1,,0,2,2,,0,1,1,,0,0,0,,0,0,0,,0,2,2,,0,0,0,,0,0,0
